MSHA ID,Year,Mine_Name,Mine_State,Mine_County,Mine_Status,Mine_Type,Company_Type,Operation_Type,Operating_Company,Operating_Company_Address,Union_Code,Coal_Supply_Region,Production_(short_tons),Average_Employees,Labor_Hours
1202431,2013,Landree Mine,Indiana,Sullivan,Active,Underground,Independent Producer Operator,Mine and Preparation Plant,South Central Coal Indiana Llc,"15127 W. 700 N, Jasonville, IN 47438", ,Illinois Basin,21674,57,98032
1202226,2013,Collie Pond Co,Indiana,Vigo,Active,Surface,Independent Producer Operator,Mine and Preparation Plant,Collie Coal Co Inc,"10026 N Knightsville Clay, Brazil, IN 47834", ,Illinois Basin,21904,7,8803
1202407,2013,West 61,Indiana,Warrick,Active,Surface,Operating Subsidiary,Mine and Preparation Plant,United Minerals Co Llc,"P.O. Box 400, Huntingburg, IN 47542", ,Illinois Basin,1524285,92,277125
1202428,2013,Liberty Mine,Indiana,Warrick,Active,Surface,Independent Producer Operator,Mine and Preparation Plant,Vigo Coal Operating Company In,"528 Main St. Ste 202, Evansville, IN 47708", ,Illinois Basin,586627,60,143497
1202441,2013,Wild Boar Mine,Indiana,Warrick,Active,Surface,Operating Subsidiary,Mine only,"Peabody Wild Boar Mining, Llc","566 Dickeyville Rd., Lynnville, IN 47619", ,Illinois Basin,2025849,109,273434
1202445,2013,Addcar System 40 Hwm Ser # Lv2,Indiana,Warrick,"Active, men working, not producing",Surface,Independent Producer Operator,Mine only,Ugm Addcar Systems Llc,"No. 1 Hwm Drive, Ashland, KY 40112", ,Illinois Basin,469811,18,38685
1401626,2013,Garland Mine,Kansas,Bourbon,Active,Surface,Independent Producer Operator,Mine only,Phoenix Mining Company,"310 S. Scraper, Vinita, OK 74301", ,Interior,22150,7,14003
1505358,2013,Viall Tipple,Kentucky (East),Bell,Active,Surface,Independent Producer Operator,Preparation Plant,"Straight Creek Coal Mining, In","P.O. Box 117, Stoney Fork, KY 40988", ,Appalachia Central,0,2,3394
1505358,2013,Viall Tipple,Kentucky (East),Bell,Active,Underground,Independent Producer Operator,Preparation Plant,"Straight Creek Coal Mining, In","P.O. Box 117, Stoney Fork, KY 40988", ,Appalachia Central,0,1,3394
1509876,2013,Tipple #3,Kentucky (East),Bell,Active,Surface,Independent Producer Operator,Preparation Plant,Middlesboro Mining Operations,"P.O. Box 1727, Middlesboro, KY 40965", ,Appalachia Central,0,28,66309
1509876,2013,Tipple #3,Kentucky (East),Bell,Active,Underground,Independent Producer Operator,Preparation Plant,Middlesboro Mining Operations,"P.O. Box 1727, Middlesboro, KY 40965", ,Appalachia Central,0,8,17626
1510212,2013,Preparation Plant,Kentucky (East),Bell,Active,Underground,Operating Subsidiary,Preparation Plant,Bell County Coal Corporation,"6340 West Cumberland Ave, Middlesboro, KY 40965", ,Appalachia Central,0,16,27630
1511055,2013,Middlesboro Tipple,Kentucky (East),Bell,Active,Surface,Independent Producer Operator,Preparation Plant,"Premium Processing Co., Inc.","700 N 19th Street, Middlesboro, KY 40965", ,Appalachia Central,0,6,10437
1511055,2013,Middlesboro Tipple,Kentucky (East),Bell,Active,Underground,Independent Producer Operator,Preparation Plant,"Premium Processing Co., Inc.","700 N 19th Street, Middlesboro, KY 40965", ,Appalachia Central,0,1,1988
1516516,2013,#2 Surface,Kentucky (East),Bell,Permanently abandoned,Surface,Independent Producer Operator,Mine only,Twin Star Coal Company Inc,"P.O. Box 81, Cranks, KY 40820", ,Appalachia Central,66171,12,28110
1517792,2013,#2,Kentucky (East),Bell,Active,Surface,Independent Producer Operator,Mine only,Kincaid Enterprises Inc,"700 N 19th Street, Middlesboro, KY 40977", ,Appalachia Central,29791,8,19815
1517901,2013,M B Brittain Prep Plant,Kentucky (East),Bell,Active,Surface,Independent Producer Operator,Preparation Plant,"Straight Creek Coal Mining, In","P.O. Box 117, Stoney Fork, KY 40988", ,Appalachia Central,0,6,13866
1517901,2013,M B Brittain Prep Plant,Kentucky (East),Bell,Active,Underground,Independent Producer Operator,Preparation Plant,"Straight Creek Coal Mining, In","P.O. Box 117, Stoney Fork, KY 40988", ,Appalachia Central,0,2,5664
1518257,2013,#1 Strip Mine,Kentucky (East),Bell,Active,Surface,Independent Producer Operator,Mine only,Jamieson Construction Company,"30 Jamieson Lane, London, KY 40744", ,Appalachia Central,65920,18,43533
1518986,2013,Balkan,Kentucky (East),Bell,Active,Surface,Independent Producer Operator,Preparation Plant,Nally & Hamilton Enterprises I,"P.O. Box 157, Bardstown, KY 40004", ,Appalachia Central,0,22,47916
1518986,2013,Balkan,Kentucky (East),Bell,Active,Underground,Independent Producer Operator,Preparation Plant,Nally & Hamilton Enterprises I,"P.O. Box 157, Bardstown, KY 40004", ,Appalachia Central,0,39,85184
1519076,2013,Chestnut Flats,Kentucky (East),Bell,"Active, men working, not producing",Surface,Independent Producer Operator,Mine only,"Nally & Hamilton Enterprises,","P.O. Box 157, Bardstown, KY 40004", ,Appalachia Central,62286,24,37052
1519318,2013,Garmeda #2,Kentucky (East),Bell,Active,Underground,Operating Subsidiary,Mine only,Bell County Coal Corporation,"6340 West Cumberland Ave, Middlesboro, KY 40965", ,Appalachia Central,300215,72,134463
1519408,2013,Hance Mine No. 1,Kentucky (East),Bell,Active,Underground,Contractor,Mine only,"Tennco Energy, Inc.","P.O. Box 517, Middlesboro, KY 40965", ,Appalachia Central,224482,22,53231
1519431,2013,Mine #8,Kentucky (East),Bell,Permanently abandoned,Surface,Independent Producer Operator,Mine only,Clear Development Llc,"P.O. Box 1385, Lafollette, TN 37766", ,Appalachia Central,32567,16,15070
1519432,2013,Four Mile,Kentucky (East),Bell,Temporarily closed,Surface,Independent Producer Operator,Mine only,Nally & Hamilton Enterprises I,"P.O. Box 249, Calvin, KY 40813", ,Appalachia Central,111,5,263
1519539,2013,Kellioka 1,Kentucky (East),Bell,Permanently abandoned,Underground,Independent Producer Operator,Mine only,"Nally & Hamilton Enterprise, I","P.O. Box 349, Calvin, KY 40004", ,Appalachia Central,25009,27,21177
1519574,2013,Coal Stone #10,Kentucky (East),Bell,Active,Underground,Contractor,Mine only,"Parton Bros. Contracting, Inc.","P.O. Box 159, Middlesboro, KY 40965", ,Appalachia Central,194529,29,63671
1519601,2013,Sterling-107,Kentucky (East),Bell,Permanently abandoned,Surface,Independent Producer Operator,Mine only,C & L Highwall Mining Partners,"1403 Cumerland Ave, Ste. D, Middlesboro, KY 40965", ,Appalachia Central,14285,13,6158
1519608,2013,No 2,Kentucky (East),Bell,Permanently abandoned,Surface,Independent Producer Operator,Mine only,Tackett Creek Mining Inc,"111 Mill Creek Rd, Pathfork, KY 40863", ,Appalachia Central,50539,10,24442
1519700,2013,Ky No. 9,Kentucky (East),Bell,"Active, men working, not producing",Surface,Independent Producer Operator,Mine and Preparation Plant,"Straight Creek Coal Mining, In","10405 Hwy 221, Stoney Fork, KY 40988", ,Appalachia Central,16256,9,10026
1519702,2013,Rockhampton #3,Kentucky (East),Bell,Active,Underground,Independent Producer Operator,Preparation Plant,Rockhampton Energy Llc,"2285 Executive Dr., Ste 104d, Lexington, KY 40505", ,Appalachia Central,0,26,11299
1508166,2013,Placer Processing Plant #1,Kentucky (East),Boyd,Active,Surface,Operating Subsidiary,Preparation Plant,Coal Equity Inc,"13125 Us Rt 23, Catlettsburg, KY 41129", ,Appalachia Central,0,2,3485
1508166,2013,Placer Processing Plant #1,Kentucky (East),Boyd,Active,Underground,Operating Subsidiary,Preparation Plant,Coal Equity Inc,"13125 Us Rt 23, Catlettsburg, KY 41129", ,Appalachia Central,0,4,8132
1512199,2013,Riverway Terminals,Kentucky (East),Boyd,Active,Surface,Independent Producer Operator,Preparation Plant,Riverway South Inc,"14305 Us Rte 23, Catlettsburg, KY 41129", ,Appalachia Central,0,5,9944
1512199,2013,Riverway Terminals,Kentucky (East),Boyd,Active,Underground,Independent Producer Operator,Preparation Plant,Riverway South Inc,"14305 Us Rte 23, Catlettsburg, KY 41129", ,Appalachia Central,0,5,9944
1515609,2013,Red Bud Dock No. 1,Kentucky (East),Boyd,Active,Surface,Independent Producer Operator,Preparation Plant,Appalachian Mining & Reclamati,"1316 Porter Rd, Catlettsburg, KY 41129", ,Appalachia Central,0,18,39564
1515609,2013,Red Bud Dock No. 1,Kentucky (East),Boyd,Active,Underground,Independent Producer Operator,Preparation Plant,Appalachian Mining & Reclamati,"1316 Porter Rd, Catlettsburg, KY 41129", ,Appalachia Central,0,2,4396
1516749,2013,Kentucky Coal Terminal,Kentucky (East),Boyd,Active,Surface,Operating Subsidiary,Preparation Plant,Kanawha River Terminals Llc,"P.O. Box 308, Ceredo, WV 25507", ,Appalachia Central,0,11,24231
1516749,2013,Kentucky Coal Terminal,Kentucky (East),Boyd,Active,Underground,Operating Subsidiary,Preparation Plant,Kanawha River Terminals Llc,"P.O. Box 308, Ceredo, WV 25507", ,Appalachia Central,0,7,16154
1517278,2013,Red Bud Dock North,Kentucky (East),Boyd,Active,Surface,Operating Subsidiary,Preparation Plant,Appalachian Mining & Reclamati,"1316 Porter Rd, Catlettsburg, KY 41129", ,Appalachia Central,0,4,7698
1517278,2013,Red Bud Dock North,Kentucky (East),Boyd,Active,Underground,Operating Subsidiary,Preparation Plant,Appalachian Mining & Reclamati,"1316 Porter Rd, Catlettsburg, KY 41129", ,Appalachia Central,0,3,7697
1510865,2013,Wolverine Loadout (T-4),Kentucky (East),Breathitt,Active,Surface,Independent Producer Operator,Preparation Plant,"Revelation Energy, Llc","P.O. Box 249, Stanville, KY 41659", ,Appalachia Central,0,4,10981
1518600,2013,S-12 Calhoun,Kentucky (East),Breathitt,Active,Surface,Independent Producer Operator,Mine only,"Revelation Energy, Llc","P.O. Box 249, Stanville, KY 41659", ,Appalachia Central,141582,23,66710
1518982,2013,Sturgeon Freeman Fork,Kentucky (East),Breathitt,Active,Surface,Independent Producer Operator,Mine only,"Sturgeon Mining Co., Inc.","P.O. Box 368, Beattyville, KY 41311", ,Appalachia Central,28759,5,9072
1519593,2013,Davis Energy / Red Bush,Kentucky (East),Breathitt,Temporarily closed,Surface,Independent Producer Operator,Mine only,Clay Laurel Mining Incorporate,"P.O. Box 25, Avawam, KY 41713", ,Appalachia Central,9910,4,2200
1519621,2013,H-2,Kentucky (East),Breathitt,Permanently abandoned,Surface,Independent Producer Operator,Mine only,"Revelation Energy, Llc","P.O. Box 249, Stanville,, KY 41659", ,Appalachia Central,121572,8,24398
4609151,2013,#46 (Gobblers Knob),Kentucky (East),Breathitt,"Active, men working, not producing",Surface,Independent Producer Operator,Mine only,Bundy Auger Mining Inc,"2005 Webster Rd, Summersville, WV 26651", ,Appalachia Central,272975,15,32719
1511028,2013,Manchester Tipple,Kentucky (East),Clay,Active,Surface,Independent Producer Operator,Preparation Plant,B & W Resources Inc,"P.O. Box 300 Liperote Way, London, KY 40741", ,Appalachia Central,0,8,18067
1515153,2013,Manchester Prep Plant,Kentucky (East),Clay,Active,Surface,Independent Producer Operator,Preparation Plant,B & W Resources Inc,"300 Liperot Way, London, KY 40741", ,Appalachia Central,0,9,19402
1519027,2013,Dry Branch,Kentucky (East),Clay,Temporarily closed,Surface,Independent Producer Operator,Mine only,"Job Land Mining Of Kentucky, L","521 Crane Road, Somerset, KY 42501", ,Appalachia Central,1871,11,2953
1519176,2013,Barger Branch Job #14,Kentucky (East),Clay,"Active, men working, not producing",Surface,Independent Producer Operator,Mine only,"B&w Resources, Inc.","P.O. Box 466, Manchester, KY 40962", ,Appalachia Central,137766,16,37961
1519449,2013,Elk Creek,Kentucky (East),Clay,Active,Surface,Independent Producer Operator,Mine only,"D&l Mining Company, Llc.","625 Memorial Drive, Hazard, KY 41701", ,Appalachia Central,4487,9,4825
1519503,2013,Mitco Job #12,Kentucky (East),Clay,Active,Surface,Independent Producer Operator,Mine only,"B&w Resources, Inc.","300 Liperote Way, London, KY 40741", ,Appalachia Central,33025,19,22445
1519505,2013,3117,Kentucky (East),Clay,Temporarily closed,Surface,Independent Producer Operator,Mine only,"Black Hawk Mining, Inc.","221 Creek Road, Rural Valley, PA 16249", ,Appalachia Central,1185,3,1440
1519584,2013,Sextons Creek Mine,Kentucky (East),Clay,Temporarily closed,Surface,Independent Producer Operator,Mine only,Wilburn & Son,"1741 Old Shiner School Road, Williamsburg, KY 40769", ,Appalachia Central,3188,9,3578
1519631,2013,Mine #1,Kentucky (East),Clay,Permanently abandoned,Surface,Independent Producer Operator,Mine only,"Greasy Mining, Llc","P.O. Box 217, Manchester, KY 40962", ,Appalachia Central,1190,6,1118
1518418,2013,Joe's Run,Kentucky (West),Daviess,"Active, men working, not producing",Surface,Independent Producer Operator,Mine only,"Western Kentucky Minerals, Inc","P.O. Box 155, Philpot, KY 42366", ,Illinois Basin,182042,19,48469
1519657,2013,North Knottsville Mine,Kentucky (West),Daviess,Active,Surface,Independent Producer Operator,Mine only,"Western Kentucky Minerals, Inc","P.O. Box 155, Philpot, KY 42366", ,Illinois Basin,302527,22,53367
1519667,2013,Joes Run Processing,Kentucky (West),Daviess,Active,Surface,Independent Producer Operator,Preparation Plant,"Western Kentucky Minerals, Inc","P.O. Box 155, Philpot, KY 42366", ,Illinois Basin,0,4,10988
1519556,2013,Job #8,Kentucky (East),Elliott,"Active, men working, not producing",Surface,Independent Producer Operator,Mine only,"Mountain Source Energy, Llc","P.O. Box 308, Mt Sterling, KY 40353", ,Appalachia Central,46421,11,9895
1510271,2013,#1 Plant,Kentucky (East),Floyd,Active,Surface,Contractor,Preparation Plant,"N F C Mining, Inc.","439 Meadows Branch, Prestonsburg, KY 41653", ,Appalachia Central,0,9,17285
1510271,2013,#1 Plant,Kentucky (East),Floyd,Active,Underground,Contractor,Preparation Plant,"N F C Mining, Inc.","439 Meadows Branch, Prestonsburg, KY 41653", ,Appalachia Central,0,21,40332
1511870,2013,Beverly Ann Preparation Plant,Kentucky (East),Floyd,"Active, men working, not producing",Surface,Independent Producer Operator,Preparation Plant,"Frasure Creek Mining, Llc","1500 North Big Run Road, Ashland, KY 41102", ,Appalachia Central,0,7,7023
1511870,2013,Beverly Ann Preparation Plant,Kentucky (East),Floyd,"Active, men working, not producing",Underground,Independent Producer Operator,Preparation Plant,"Frasure Creek Mining, Llc","1500 North Big Run Road, Ashland, KY 41102", ,Appalachia Central,0,7,7023
1512908,2013,No 2,Kentucky (East),Floyd,Active,Underground,Independent Producer Operator,Mine only,"Krd Coal Co., Inc.","P.O. Box 224, Auxier, KY 41602", ,Appalachia Central,86053,17,29357
1513258,2013,Ivel Plant,Kentucky (East),Floyd,Active,Surface,Independent Producer Operator,Preparation Plant,Appalachian Mining & Reclamati,"235 Ivel, Ivel, KY 41642", ,Appalachia Central,0,2,5402
1513258,2013,Ivel Plant,Kentucky (East),Floyd,Active,Underground,Independent Producer Operator,Preparation Plant,Appalachian Mining & Reclamati,"235 Ivel, Ivel, KY 41642", ,Appalachia Central,0,19,48616
1515978,2013,Black Hawk Spurlock Plant,Kentucky (East),Floyd,Active,Surface,Independent Producer Operator,Preparation Plant,Black Hawk Mining Llc,"3228 Summit Square Pl Ste 180, Lexington, KY 40509", ,Appalachia Central,0,7,19566
1515978,2013,Black Hawk Spurlock Plant,Kentucky (East),Floyd,Active,Underground,Independent Producer Operator,Preparation Plant,Black Hawk Mining Llc,"3228 Summit Square Pl Ste 180, Lexington, KY 40509", ,Appalachia Central,0,23,58700
1518538,2013,Auger Mine No 34,Kentucky (East),Floyd,Active,Surface,Independent Producer Operator,Mine only,B & H Coal Co Inc,"P.O. Box 221, Jackson, KY 41339", ,Appalachia Central,7637,3,1723
1518730,2013,M-102,Kentucky (East),Floyd,Active,Surface,Contractor,Mine only,Contract Highwall Mining Llc,"P.O. Box 249, Stanville, KY 41659", ,Appalachia Central,91635,8,15306
1518763,2013,Simpson Br,Kentucky (East),Floyd,Permanently abandoned,Underground,Independent Producer Operator,Mine only,"Pike-Floyd Mining, Inc.","P.O. Box 249, Stanville, KY 41659", ,Appalachia Central,4978,12,3421
1518881,2013,#9,Kentucky (East),Floyd,"Active, men working, not producing",Underground,Contractor,Mine only,Cheyenne Enterprises Inc,"5363 Collins Hwy, Pikeville, KY 41501", ,Appalachia Central,96857,20,53988
1518884,2013,Tram Mine #1,Kentucky (East),Floyd,"Active, men working, not producing",Underground,Independent Producer Operator,Mine only,Black Hawk Mining Llc,"P.O. Box 2237, Prestonsburg, KY 41653", ,Appalachia Central,63588,12,13167
1518903,2013,Job 22,Kentucky (East),Floyd,Permanently abandoned,Surface,Independent Producer Operator,Mine only,James River Coal Service Compa,"P.O. Box 189, Lackey, KY 41643", ,Appalachia Central,794,4,1617
1518936,2013,No 1,Kentucky (East),Floyd,Active,Underground,Contractor,Mine only,Mrm Mining Inc,"P.O. Box 308, Hi Hat, KY 41636", ,Appalachia Central,172554,28,52434
1518980,2013,Frasure Branch,Kentucky (East),Floyd,Active,Surface,Operating Subsidiary,Mine only,James River Coal Service Compa,"P.O. Box 1389, Gilbert, WV 25621", ,Appalachia Central,279945,67,146062
1518998,2013,Blackhawk #2 Surface Mine,Kentucky (East),Floyd,Active,Surface,Independent Producer Operator,Mine only,Blackhawk Mining Llc,"3228 Summit Square Pl Ste 180, Lexington, KY 40509", ,Appalachia Central,312160,36,73595
1519129,2013,No. 15,Kentucky (East),Floyd,Permanently abandoned,Underground,Contractor,Mine only,Fools Gold Energy Corporation,"P.O. Box 2037, Pikeville, KY 41502", ,Appalachia Central,117938,27,60031
1519224,2013,#1,Kentucky (East),Floyd,Active,Underground,Independent Producer Operator,Mine only,"R & C Coal, Llc","P.O. Box 2037, Pikeville, KY 41502", ,Appalachia Central,103788,24,42394
1519242,2013,Redhawk #1,Kentucky (East),Floyd,Active,Underground,Independent Producer Operator,Mine only,"Redhawk Mining, Llc","3228 Summit Square Pl Ste 180, Lexington, KY 40509", ,Appalachia Central,558203,104,221627
1519413,2013,Emma #1,Kentucky (East),Floyd,Active,Surface,Independent Producer Operator,Mine only,"Coal Mining, Inc.","439 Meadows Branch, Prestonsburg, KY 41653", ,Appalachia Central,9217,7,12798
1519565,2013,Hubble 12,Kentucky (East),Floyd,"Active, men working, not producing",Underground,Independent Producer Operator,Mine only,Hubble Mining Llc,"P.O. Box 392, Pikeville, KY 41502", ,Appalachia Central,159536,25,65827
1519588,2013,Blackhawk #4 Surface Mine,Kentucky (East),Floyd,Active,Surface,Independent Producer Operator,Mine only,Blackhawk Mining Llc,"3228 Summit Square Pl Ste 180, Lexington, KY 40509", ,Appalachia Central,191181,18,38849
